"pathway","pval","padj","log2err","ES","NES","size","cluster"
"IL15_UP.V1_UP",0.85,1,0.0217240006200525,-0.203737881752032,-0.717868764757353,25,"7"
"IL2_UP.V1_DN",0.650810810810811,1,0.0371479221137289,-0.27311409685795,-0.869020675825395,16,"7"
"IL2_UP.V1_UP",0.966976264189886,1,0.0119234526278759,-0.153929502265915,-0.560017204293734,29,"7"
"JNK_DN.V1_UP",0.361344537815126,1,0.0630790410571939,-0.324127012595392,-1.0899975373018,20,"7"
"KRAS.600.LUNG.BREAST_UP.V1_UP",0.198958333333333,1,0.0940503465727813,-0.351056369493355,-1.23694425484956,25,"7"
"KRAS.600_UP.V1_DN",0.697130712008502,1,0.0330894161454377,-0.256512013279923,-0.837620212077184,18,"7"
"KRAS.600_UP.V1_UP",0.031055900621118,0.493012422360248,0.261663521711573,-0.395797930110105,-1.48602529597672,34,"7"
"KRAS.DF.V1_DN",0.432432432432432,1,0.0559428593065705,-0.32433446773415,-1.03199857344015,16,"7"
"KRAS.DF.V1_UP",0.276439790575916,1,0.0762797180809272,-0.336267528757129,-1.16424260819169,23,"7"
"KRAS.KIDNEY_UP.V1_UP",0.337662337662338,1,0.282013350011725,0.227087862764125,1.07660370817999,16,"7"
"KRAS.LUNG.BREAST_UP.V1_UP",0.303931987247609,1,0.0721797965581253,-0.347434622466844,-1.13452098571327,18,"7"
"LEF1_UP.V1_DN",0.683083511777302,1,0.0344174840212229,-0.262329801420827,-0.843566459530353,17,"7"
"LEF1_UP.V1_UP",0.210092687950566,1,0.0902635484340068,-0.330033431261814,-1.21478720683149,30,"7"
"LTE2_UP.V1_DN",0.464308466387166,1,0.203508959461977,0.135341869308136,0.998959156707091,35,"7"
"LTE2_UP.V1_UP",0.872631578947368,1,0.0207818350435559,-0.198075809118435,-0.673359110012301,21,"7"
"MEK_UP.V1_DN",0.974947807933194,1,0.01221929569568,-0.150522429750443,-0.532588376833095,26,"7"
"MEK_UP.V1_UP",0.127725746696866,0.954186460617762,0.249246554383295,0.210069444444444,1.29326853336335,27,"7"
"MEL18_DN.V1_DN",0.686782422440031,1,0.143902565267782,0.153583586314722,0.971130910620849,29,"7"
"MEL18_DN.V1_UP",0.831413612565445,1,0.0232958000490367,-0.210002179813337,-0.727080269853851,23,"7"
"MTOR_UP.N4.V1_UP",0.481210855949896,1,0.0493910105981501,-0.283042248953018,-1.00147873107684,26,"7"
"MTOR_UP.V1_DN",0.0166318352911066,0.352040513661757,0.352487857583619,0.366294067067928,1.73656815511656,16,"7"
"MTOR_UP.V1_UP",0.747368421052632,1,0.0292103127923884,-0.235203582169333,-0.79957504889731,21,"7"
"MYC_UP.V1_DN",0.866228070175439,1,0.0235793094960052,-0.214730483310685,-0.673110884199853,15,"7"
"NFE2L2.V2",0.0412039187187559,0.581433075253556,0.321775918075361,0.208787087258155,1.48893152064935,34,"7"
"NOTCH_DN.V1_DN",0.70421052631579,1,0.0321428397352941,-0.246432001433827,-0.837746082687025,21,"7"
"P53_DN.V1_DN",0.00713958975810947,0.226681974819976,0.407017918923954,0.246667984291244,1.85882565990123,38,"7"
"P53_DN.V1_UP",0.240997941529032,1,0.249246554383295,0.242685025817556,1.2044193728422,17,"7"
"P53_DN.V2_UP",0.322222222222222,1,0.266350657088526,0.24060390064541,1.08277490838577,15,"7"
"PDGF_ERK_DN.V1_DN",0.65546218487395,1,0.0354665010333725,-0.262331093750064,-0.882185794561331,20,"7"
"PDGF_UP.V1_UP",0.87672688629118,1,0.0210730272985761,-0.205324560614852,-0.670471529998817,18,"7"
"PGF_UP.V1_DN",0.0756578947368421,0.716165101104869,0.16823816568964,-0.457601516696751,-1.43443332667997,15,"7"
"PGF_UP.V1_UP",0.901168969181722,1,0.0193794652818346,-0.196942680904312,-0.643101147727145,18,"7"
"PKCA_DN.V1_DN",0.603070175438597,1,0.0413209506074822,-0.289264190444766,-0.90675004310365,15,"7"
"PRC1_BMI_UP.V1_UP",0.34491384614642,1,0.203508959461977,0.193298513000911,1.03502977538343,22,"7"
"PRC2_EED_DN.V1_DN",0.114094535982233,0.905625379358972,0.287805130535564,0.291238229123004,1.51175613998741,18,"7"
"PRC2_EED_DN.V1_UP",0.963157894736842,1,0.0139869590598254,-0.159993975729171,-0.543899841095221,21,"7"
"PRC2_EZH2_UP.V1_DN",0.0839472144659304,0.716165101104869,0.287805130535564,0.30186934424212,1.35848400910981,15,"7"
"PRC2_EZH2_UP.V1_UP",0.639327024185068,1,0.0366850427613443,-0.257965634922242,-0.885300895396459,22,"7"
"PRC2_SUZ12_UP.V1_UP",0.883771929824561,1,0.0224414263839237,-0.209409004261189,-0.656429761831797,15,"7"
"PTEN_DN.V1_UP",0.958333333333333,1,0.0173914717556673,-0.180032737111688,-0.564344628642385,15,"7"
"PTEN_DN.V2_UP",0.722397476340694,1,0.0308468245215279,-0.243735305709523,-0.836464455621821,22,"7"
"RAF_UP.V1_DN",0.658486707566462,1,0.0339723613634993,-0.231963397802056,-0.891462754139701,38,"7"
"RAF_UP.V1_UP",0.947745901639344,1,0.0130773356900516,-0.157531106355931,-0.599773481813176,36,"7"
"RB_DN.V1_DN",0.936216216216216,1,0.0180135486781383,-0.188356452206362,-0.599330658049413,16,"7"
"RB_P130_DN.V1_DN",0.381434805677248,1,0.203508959461977,0.225,1.17397282832003,19,"7"
"RELA_DN.V1_UP",0.573651452282158,1,0.0410713282497468,-0.25923441192707,-0.934886991879065,28,"7"
"RPS14_DN.V1_UP",1,1,0.00458288223817775,-0.0682561094618651,-0.277661863813473,56,"7"
"SNF5_DN.V1_UP",0.78705636743215,1,0.0261139619405561,-0.218931995864167,-0.781706952939752,27,"7"
"STK33_DN",0.319415448851775,1,0.0687943095604775,-0.313153936228279,-1.11813080734886,27,"7"
"STK33_NOMO_DN",0.15866388308977,1,0.107972360317345,-0.362148271466055,-1.28137687115996,26,"7"
"STK33_NOMO_UP",0.960921843687375,1,0.00954760674075313,-0.148574989541476,-0.627988817356457,79,"7"
"STK33_SKM_DN",0.803157894736842,1,0.0254820564855004,-0.222453495344835,-0.75623110318817,21,"7"
"STK33_SKM_UP",0.753507014028056,1,0.0262543396498271,-0.2031663318567,-0.854928776622083,74,"7"
"STK33_UP",0.650650650650651,1,0.0335297167141207,-0.215915644606434,-0.917415823170017,82,"7"
"TBK1.DF_DN",0.567481402763018,1,0.0426733861156084,-0.288413612182259,-0.94179242489677,18,"7"
"TBK1.DF_UP",0.715746421267894,1,0.0299195667151671,-0.222622108054927,-0.851351386337102,37,"7"
"TGFB_UP.V1_DN",0.87551867219917,1,0.019677649030838,-0.195334187107275,-0.704441162877856,28,"7"
"TGFB_UP.V1_UP",0.844791666666667,1,0.0220834140571177,-0.205422768236603,-0.723805448544551,25,"7"
"VEGF_A_UP.V1_DN",0.481798715203426,1,0.0504983044100709,-0.30907685014857,-0.993889610675101,17,"7"
"VEGF_A_UP.V1_UP",0.951832460732984,1,0.0145143429459948,-0.160547998242542,-0.555857477243527,23,"7"
"WNT_UP.V1_DN",0.538377192982456,1,0.0465084048719156,-0.304908081297735,-0.955788600843646,15,"7"
"AKT_UP.V1_DN",0.847913862718708,0.957969420543012,0.0350150690873584,0.318763865275535,0.688900178821496,17,"8"
"AKT_UP.V1_UP",0.715909090909091,0.957969420543012,0.120433371642259,-0.257975135728818,-0.808780027725667,24,"8"
"AKT_UP_MTOR_DN.V1_UP",0.0599280871987695,0.306555215286013,0.321775918075361,-0.472354001432046,-1.48088102093734,24,"8"
"ALK_DN.V1_UP",0.00427422229303157,0.0631635072192443,0.407017918923954,-0.668841241162504,-1.8386240474578,15,"8"
"ATF2_S_UP.V1_DN",0.00957197231015217,0.0848714878166825,0.380730400722792,-0.580810175074191,-1.73712145981948,21,"8"
"ATF2_S_UP.V1_UP",0.842175066312997,0.957969420543012,0.0346410167413251,0.324260347678857,0.708792244943531,18,"8"
"ATF2_UP.V1_DN",0.327380952380952,0.777529761904762,0.190023305279108,-0.327875340309404,-1.07262291449522,28,"8"
"BMI1_DN.V1_DN",0.176470588235294,0.536090785067593,0.227987202850442,-0.426028525866773,-1.26054852512046,20,"8"
"BMI1_DN.V1_UP",0.639405204460966,0.957969420543012,0.10027910675413,-0.305122881748218,-0.854686965559674,16,"8"
"BMI1_DN_MEL18_DN.V1_DN",0.879641485275288,0.957969420543012,0.0308468245215279,0.296257183055807,0.666824721172913,20,"8"
"BMI1_DN_MEL18_DN.V1_UP",0.476470588235294,0.856359300476948,0.154190966581424,-0.314364833149492,-0.993821908893295,25,"8"
"CAMP_UP.V1_DN",0.817168338907469,0.957969420543012,0.0275885895800029,0.311754800882289,0.772224792141066,43,"8"
"CAMP_UP.V1_UP",0.39496855345912,0.791301225829615,0.0675188953767744,0.4688801999019,1.07089754789073,21,"8"
"CRX_DN.V1_DN",0.471794871794872,0.856359300476948,0.143758989039275,-0.32894768036404,-0.997458917900426,22,"8"
"CRX_NRL_DN.V1_UP",0.682368775235532,0.957969420543012,0.0450442767152794,0.394960577254339,0.853573575733768,17,"8"
"CSR_EARLY_UP.V1_UP",0.822281167108753,0.957969420543012,0.0357690767485421,0.331099910015799,0.723742666041683,18,"8"
"CSR_LATE_UP.V1_DN",0.713725490196078,0.957969420543012,0.0416556773979467,0.376117064861679,0.832610189865483,19,"8"
"CYCLIN_D1_KE_.V1_DN",0.729475100942127,0.957969420543012,0.0419926218968594,0.374016474644713,0.808309988468144,17,"8"
"CYCLIN_D1_KE_.V1_UP",0.752781211372064,0.957969420543012,0.0366082221336689,0.348885581272242,0.805289020458901,23,"8"
"CYCLIN_D1_UP.V1_DN",0.159618008185539,0.536090785067593,0.12563992130984,0.612671492957164,1.31709034958454,16,"8"
"CYCLIN_D1_UP.V1_UP",0.680731364275668,0.957969420543012,0.0471642455670861,0.39658597250883,0.840704592495989,15,"8"
"E2F1_UP.V1_DN",0.0385286103312311,0.222795877132771,0.321775918075361,-0.443724144093567,-1.47845557674348,30,"8"
"EGFR_UP.V1_DN",0.437900128040973,0.820291789147175,0.0633597010643758,0.458484524737617,1.03197097946032,20,"8"
"EGFR_UP.V1_UP",0.0064462854930989,0.0702995760213056,0.407017918923954,-0.453121927222906,-1.7635432415577,47,"8"
"EIF4E_DN",0.625,0.957969420543012,0.106729884364606,-0.29907712907896,-0.870930065606854,18,"8"
"ERBB2_UP.V1_DN",0.527426160337553,0.922289488167309,0.120985142145252,-0.328773158745088,-0.962932564716561,19,"8"
"ERBB2_UP.V1_UP",0.90625,0.960855780048535,0.0261139619405561,0.276835416351894,0.650211297339955,25,"8"
"ESC_J1_UP_EARLY.V1_DN",0.885941644562334,0.957969420543012,0.0322153154599285,0.300248778981721,0.656305982582786,18,"8"
"ESC_J1_UP_EARLY.V1_UP",0.387096774193548,0.791301225829615,0.140406238523342,-0.366976781005535,-1.06865781727148,18,"8"
"ESC_J1_UP_LATE.V1_DN",0.830645161290323,0.957969420543012,0.0897104652742981,-0.245230702363821,-0.714126126448638,18,"8"
"ESC_J1_UP_LATE.V1_UP",0.00719792002215609,0.0702995760213056,0.407017918923954,-0.51721327958916,-1.71573823255204,29,"8"
"ESC_V6.5_UP_EARLY.V1_DN",0.188235294117647,0.556339869281046,0.252961123069611,-0.361396696360301,-1.1693299378788,27,"8"
"ESC_V6.5_UP_LATE.V1_DN",6.6179704227242e-05,0.0022004751655558,0.538434096309916,-0.705366021314218,-2.10965045937064,21,"8"
"ESC_V6.5_UP_LATE.V1_UP",0.0552897349281109,0.29414138981755,0.321775918075361,-0.493454470236933,-1.47585284569598,21,"8"
"GCNP_SHH_UP_EARLY.V1_DN",0.865384615384615,0.957969420543012,0.0285038599247822,0.296388603357443,0.697483852764247,27,"8"
"GCNP_SHH_UP_LATE.V1_UP",0.359073359073359,0.779642952304823,0.142901149386948,-0.382095711239742,-1.08879489756109,17,"8"
"HALLMARK_ADIPOGENESIS",0.0118996001098737,0.0989154259133254,0.380730400722792,-0.633770196644648,-1.74221482229113,15,"8"
"HALLMARK_ALLOGRAFT_REJECTION",1.41994891982435e-05,0.000629510687788795,0.593325476396405,0.722745507465866,1.80715004040449,47,"8"
"HALLMARK_ANDROGEN_RESPONSE",0.966426858513189,0.966426858513189,0.0224414263839237,0.231643091327815,0.54631159197806,28,"8"
"HALLMARK_APICAL_JUNCTION",0.100371747211896,0.443052920092768,0.276500599254472,-0.505752628551939,-1.41667572403691,16,"8"
"HALLMARK_APOPTOSIS",0.388349514563107,0.791301225829615,0.224966093540314,-0.275250646513968,-1.04907410060438,44,"8"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",0.00662857337158333,0.0702995760213056,0.407017918923954,-0.601898478557139,-1.78091886658011,20,"8"
"HALLMARK_COAGULATION",0.00713440672755766,0.0702995760213056,0.407017918923954,-0.557823946827081,-1.69147406592234,22,"8"
"HALLMARK_COMPLEMENT",0.365962180200222,0.779642952304823,0.0652353056017703,0.437756184187078,1.08494414437839,44,"8"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0.000125905186620285,0.00334907796409957,0.518848077743792,-0.597789385225062,-2.12202895063059,36,"8"
"HALLMARK_ESTROGEN_RESPONSE_EARLY",0.818285714285714,0.957969420543012,0.0287861460642093,0.305670444141402,0.744584981529476,34,"8"
"HALLMARK_ESTROGEN_RESPONSE_LATE",0.0241476189017132,0.160581665696393,0.352487857583619,-0.470338788034355,-1.53868284557626,28,"8"
"HALLMARK_FATTY_ACID_METABOLISM",0.135021097046413,0.509290400618169,0.252961123069611,-0.45112273271788,-1.32127808631355,19,"8"
"HALLMARK_G2M_CHECKPOINT",0.844444444444444,0.957969420543012,0.0338245444462164,0.320489043233902,0.709466461552125,19,"8"
"HALLMARK_GLYCOLYSIS",0.0217140327797132,0.152798554401857,0.352487857583619,-0.474877726386708,-1.55353168806505,28,"8"
"HALLMARK_HEME_METABOLISM",0.856603773584906,0.957969420543012,0.0312771255290148,0.303134387252175,0.692342888562221,21,"8"
"HALLMARK_HYPOXIA",0.00739995537066374,0.0702995760213056,0.407017918923954,-0.412247362037095,-1.6802280746515,58,"8"
"HALLMARK_IL2_STAT5_SIGNALING",0.1240478781284,0.495505818252346,0.127505315300183,0.507573236278973,1.27803168846566,51,"8"
"HALLMARK_IL6_JAK_STAT3_SIGNALING",0.610576923076923,0.957969420543012,0.0449543067640062,0.389849725801115,0.915651253445681,25,"8"
"HALLMARK_INFLAMMATORY_RESPONSE",0.144484155438129,0.519361964142465,0.249246554383295,-0.330015275686523,-1.34377423990494,57,"8"
"HALLMARK_INTERFERON_ALPHA_RESPONSE",0.773584905660377,0.957969420543012,0.0361491929398957,0.337161657049076,0.770059370927101,21,"8"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",0.359696641386782,0.779642952304823,0.0647943366000727,0.428830775325118,1.08719142227376,56,"8"
"HALLMARK_KRAS_SIGNALING_DN",0.258790436005626,0.646488357755963,0.096240602328129,0.569282724346628,1.20679659383611,15,"8"
"HALLMARK_KRAS_SIGNALING_UP",0.168867191459984,0.536090785067593,0.249246554383295,-0.389966165038745,-1.31593402824032,31,"8"
"HALLMARK_MITOTIC_SPINDLE",0.535911602209945,0.922289488167309,0.139599673451922,-0.298904264319262,-0.961183721210409,26,"8"
"HALLMARK_MTORC1_SIGNALING",0.0159429769420867,0.124730349017501,0.352487857583619,-0.458479086189747,-1.68612934118539,39,"8"
"HALLMARK_MYOGENESIS",0.751054852320675,0.957969420543012,0.0982123351217438,-0.268649928729355,-0.786839673499179,19,"8"
"HALLMARK_P53_PATHWAY",0.0410805537319204,0.227654735264392,0.321775918075361,-0.369723731672935,-1.37265931194987,42,"8"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.00212665925029443,0.0353557100361449,0.431707695803346,-0.365065323283688,-1.57098708732392,93,"8"
"HALLMARK_UNFOLDED_PROTEIN_RESPONSE",0.116935483870968,0.48601310483871,0.266350657088526,-0.473995691089633,-1.38030313320639,18,"8"
"HALLMARK_UV_RESPONSE_DN",0.925925925925926,0.960855780048535,0.0228693972350018,0.258159145169632,0.621546620503086,31,"8"
"HALLMARK_UV_RESPONSE_UP",0.0717235435055183,0.350937561110621,0.287805130535564,-0.459007026794031,-1.45108864434258,25,"8"
"HALLMARK_XENOBIOTIC_METABOLISM",0.000346192611404433,0.00767393621946493,0.49849310876659,-0.601619363621753,-2.00455060889336,30,"8"
"HOXA9_DN.V1_DN",0.847457627118644,0.957969420543012,0.0299195667151671,0.306044582801073,0.713811271189349,24,"8"
"HOXA9_DN.V1_UP",0.357723577235772,0.779642952304823,0.213927855492356,-0.30414978147813,-1.07447156013995,35,"8"
"IL15_UP.V1_UP",0.932692307692308,0.960855780048535,0.024567800621605,0.262012244316126,0.616586830825692,27,"8"
"IL2_UP.V1_DN",0.252788104089219,0.646488357755963,0.169570644405628,-0.421912627496028,-1.18182950180529,16,"8"
"IL2_UP.V1_UP",0.623842592592593,0.957969420543012,0.0422468188360053,0.377181681214644,0.908106505855488,31,"8"
"JNK_DN.V1_UP",0.262483994878361,0.646488357755963,0.0899860794997137,0.528510760572966,1.18958817106408,20,"8"
"KRAS.600.LUNG.BREAST_UP.V1_DN",0.161507402422611,0.536090785067593,0.12384217120105,0.598617237619243,1.29370850013086,17,"8"
"KRAS.600.LUNG.BREAST_UP.V1_UP",0.369304556354916,0.779642952304823,0.0684714904492087,0.462375011029643,1.0904742589927,28,"8"
"KRAS.600_UP.V1_DN",0.465408805031447,0.856359300476948,0.0596037042575973,0.446802289652498,1.02047276997607,21,"8"
"KRAS.600_UP.V1_UP",0.126670660305111,0.495505818252346,0.249246554383295,-0.358519158978454,-1.25333964562775,34,"8"
"KRAS.DF.V1_DN",0.721399730820996,0.957969420543012,0.0425023180036553,0.379075720434442,0.819243835459343,17,"8"
"KRAS.DF.V1_UP",0.685749086479903,0.957969420543012,0.0402477565068868,0.369896216540938,0.864946888377635,26,"8"
"KRAS.KIDNEY_UP.V1_UP",0.691678035470669,0.957969420543012,0.0450442767152794,0.389145797830894,0.836566056681672,16,"8"
"KRAS.LUNG.BREAST_UP.V1_UP",0.437900128040973,0.820291789147175,0.0633597010643758,0.458024041311456,1.03093450929245,20,"8"
"LEF1_UP.V1_DN",0.103267973856209,0.443052920092768,0.156312403073186,0.614314621068239,1.35990802085216,19,"8"
"LEF1_UP.V1_UP",0.48963133640553,0.868279569892473,0.0531298054705469,0.415041782883195,1.00563655121529,33,"8"
"LTE2_UP.V1_DN",0.543859649122807,0.922289488167309,0.178219874951973,-0.268413683663267,-0.953598651943004,37,"8"
"LTE2_UP.V1_UP",0.707045735475896,0.957969420543012,0.0395172228473919,0.363784687799988,0.839678767543573,23,"8"
"MEK_UP.V1_DN",0.597122302158273,0.956834532374101,0.0458620343117985,0.391081680330591,0.922334675082127,28,"8"
"MEK_UP.V1_UP",0.768604651162791,0.957969420543012,0.0327241935806629,0.331179516214101,0.794486565989974,30,"8"
"MEL18_DN.V1_DN",0.584507042253521,0.948041909996565,0.152144922367565,-0.281448277375033,-0.937764556625567,30,"8"
"MEL18_DN.V1_UP",0.164772727272727,0.536090785067593,0.266350657088526,-0.403004110728944,-1.26346159263791,24,"8"
"MTOR_UP.N4.V1_UP",0.247058823529412,0.646488357755963,0.219250346703755,-0.34397664359577,-1.11296586642451,27,"8"
